Sentence,Tags
Modern turtles are divided into two major groups the Pleurodira side necked turtles and Cryptodira hidden necked turtles which differ in the way the head retracts,O ANIMAL O O O O O O O O O O ANIMAL O O O O ANIMAL O O O O O O O O
There are 360 living and recently extinct species of turtles including landdwelling tortoises and freshwater terrapins,O O O O O O O O O ANIMAL O O O O O O
They are found on most continents some islands and in the case of sea turtles much of the ocean,O O O O O O O O O O O O O O ANIMAL O O O O
Like other amniotes reptiles birds and mammals they breathe air and do not lay eggs underwater although many species live in or around water,O O O O O O O O O O O O O O O O O O O O O O O O
Turtle shells are made mostly of bone the upper part is the domed carapace while the underside is the flatter plastron or bellyplate,ANIMAL O O O O O O O O O O O O O O O O O O O O O O
Its outer surface is covered in scales made of keratin the material of hair horns and claws,O O O O O O O O O O O O O O O O O
The carapace bones develop from ribs that grow sideways and develop into broad flat plates that join up to cover the body,O O O O O O O O O O O O O O O O O O O O O O
Turtles are ectotherms or coldblooded meaning that their internal temperature varies with their direct environment,ANIMAL O O O O O O O O O O O O O O
They are generally opportunistic omnivores and mainly feed on plants and animals with limited movements,O O O O O O O O O O O O O O O
Many turtles migrate short distances seasonally,O ANIMAL O O O O
Sea turtles are the only reptiles that migrate long distances to lay their eggs on a favored beach,O ANIMAL O O O O O O O O O O O O O O O O
Turtles have appeared in myths and folktales around the world,ANIMAL O O O O O O O O O
Some terrestrial and freshwater species are widely kept as pets,O O O O O O O O O O
Turtles have been hunted for their meat for use in traditional medicine and for their shells,ANIMAL O O O O O O O O O O O O O O O
Sea turtles are often killed accidentally as bycatch in fishing nets,O ANIMAL O O O O O O O O O
Turtle habitats around the world are being destroyed,ANIMAL O O O O O O O
As a result of these pressures many species are extinct or threatened with extinction,O O O O O O O O O O O O O O
The word turtle is borrowed from the French word tortue or tortre turtle tortoise,O O ANIMAL O O O O O O O O O ANIMAL O
It is a common name and may be used without knowledge of taxonomic distinctions,O O O O O O O O O O O O O O
In North America it may denote the order as a whole,O O O O O O O O O O O
In Britain the name is used for sea turtles as opposed to freshwater terrapins and landdwelling tortoises,O O O O O O O O ANIMAL O O O O O O O O
In Australia which lacks true tortoises family Testudinidae nonmarine turtles were traditionally called tortoises but more recently turtle has been used for the entire group,O O O O O O O O O ANIMAL O O O O O O O ANIMAL O O O O O O O
The largest living species of turtle and fourthlargest reptile is the leatherback turtle which can reach over 27 m 8 ft 10 in in length and weigh over 500 kg 1100 lb,O O O O O ANIMAL O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O
The largest known turtle was Archelon ischyros a Late Cretaceous sea turtle up to 45 m 15 ft long 525 m 17 ft wide between the tips of the front flippers and estimated to have weighed over 2200 kg 4900 lb,O O O ANIMAL O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The smallest living turtle is Chersobius signatus of South Africa measuring no more than 10 cm 39 in in length and weighing 172 g 61 oz,O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O
The shell of a turtle is unique among vertebrates and serves to protect the animal and provide shelter from the elements,O O O O ANIMAL O O O O O O O O O O O O O O O O
It is primarily made of 5060 bones and consists of two parts the domed dorsal back carapace and the flatter ventral belly plastron,O O O O O O O O O O O O O O O O O O O O O O O
They are connected by lateral side extensions of the plastron,O O O O O O O O O O
The carapace is fused with the vertebrae and ribs while the plastron is formed from bones of the shoulder girdle sternum and gastralia abdominal ribs,O O O O O O O O O O O O O O O O O O O O O O O O O
During development the ribs grow sideways into a carapacial ridge unique to turtles entering the dermis inner skin of the back to support the carapace,O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O
The development is signaled locally by proteins known as fibroblast growth factors that include FGF10,O O O O O O O O O O O O O O O
The shoulder girdle in turtles is made up of two bones the scapula and the coracoid,O O O O ANIMAL O O O O O O O O O O O
Both the shoulder and pelvic girdles of turtles are located within the shell and hence are effectively within the rib cage,O O O O O O O ANIMAL O O O O O O O O O O O O O
The trunk ribs grow over the shoulder girdle during development,O O O O O O O O O O
Vipers are snakes in the family Viperidae found in most parts of the world except for Antarctica Australia Hawaii Madagascar New Zealand Ireland and various other isolated islands,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
They are venomous and have long relative to nonvipers hinged fangs that permit deep penetration and injection of their venom,O O O O O O O O O O O O O O O O O O O O
Three subfamilies are currently recognized,O O O O O
They are also known as viperids,O O O O O O
The name viper is derived from the Latin word vipera ae also meaning viper possibly from vivus living and parere to beget referring to the trait viviparity giving live birth common in vipers like most of the species of Boidae,O O ANIMAL O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O
All viperids have a pair of relatively long solenoglyphous hollow fangs that are used to inject venom from glands located towards the rear of the upper jaws just behind the eyes,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Each of the two fangs is at the front of the mouth on a short maxillary bone that can rotate back and forth,O O O O O O O O O O O O O O O O O O O O O O O
When not in use the fangs fold back against the roof of the mouth and are enclosed in a membranous sheath,O O O O O O O O O O O O O O O O O O O O O
This rotating mechanism allows for very long fangs to be contained in a relatively small mouth,O O O O O O O O O O O O O O O O
The left and right fangs can be rotated together or independently,O O O O O O O O O O O
During a strike the mouth can open nearly 180 and the maxilla rotates forward erecting the fangs as late as possible so that the fangs do not become damaged as they are brittle,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The jaws close upon impact and the muscular sheaths encapsulating the venom glands contract injecting the venom as the fangs penetrate the target,O O O O O O O O O O O O O O O O O O O O O O O
This action is very fast in defensive strikes it will be more a stab than a bite,O O O O O O O O O O O O O O O O O
Viperids use this mechanism primarily for immobilization and digestion of prey,O O O O O O O O O O O
Predigestion occurs as the venom contains proteases which degrade tissues,O O O O O O O O O O
Secondarily it is used for self defense though in cases with nonprey such as humans they may give a dry bite not inject any venom,O O O O O O O O O O O O O O O O O O O O O O O O O
A dry bite allows the snake to conserve its precious reserve of venom because once it has been depleted time is needed to replenish it leaving the snake vulnerable,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In addition to being able to deliver dry bites vipers can inject larger quantities of venom into larger prey targets and smaller amounts into small prey,O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O
This causes the ideal amount of predigestion for the lowest amount of venom,O O O O O O O O O O O O O
Almost all vipers have keeled scales a stocky build with a short tail and a triangleshaped head distinct from the neck owing to the location of the venom glands,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
The great majority have vertically elliptical or slitshaped pupils that can open wide to cover most of the eye or close almost completely which helps them to see in a wide range of light levels,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Typically vipers are nocturnal and ambush their prey,O ANIMAL O O O O O O
Compared to many other snakes vipers often appear rather sluggish,O O O O O ANIMAL O O O O
Most are ovoviviparous the eggs are retained inside the mothers body and the young emerge living,O O O O O O O O O O O O O O O O
However a few lay eggs in nests,O O O O O O O
Typically the number of young in a clutch remains constant but as the weight of the mother increases larger eggs are produced yielding larger young,O O O O O O O O O O O O O O O O O O O O O O O O O
Viperid snakes are found in the Americas Africa Eurasia and South Asia,O O O O O O O O O O O O
In the Americas they are native from south of 48N,O O O O O O O O O O
In the Old World viperids are located everywhere except Siberia Ireland and north of the Arctic Circle in Norway and Sweden,O O O O O O O O O O O O O O O O O O O O O
Wild viperids are not found in Australia,O O O O O O O
The common adder a viperid is the only venomous snake found in Great Britain,O O O O O O O O O O O O O O
Viperid venoms typically contain an abundance of proteindegrading enzymes called proteases that produce symptoms such as pain strong local swelling and necrosis blood loss from cardiovascular damage complicated by coagulopathy and disruption of the bloodclotting system,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Also being vasculotoxic in nature viperine venom causes vascular endothelial damage and hemolysis,O O O O O O O O O O O O O
Death is usually caused by collapse in blood pressure,O O O O O O O O O
This is in contrast to elapid venoms which generally contain neurotoxins that disable muscle contraction and cause paralysis,O O O O O O O O O O O O O O O O O O
Death from elapid bites usually results from asphyxiation because the diaphragm can no longer contract but this rule does not always apply some elapid bites include proteolytic symptoms typical of viperid bites while some viperid bites produce neurotoxic symptoms,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Proteolytic venom is also dualpurpose first it is used for defense and to immobilize prey as with neurotoxic venoms second many of the venoms enzymes have a digestive function breaking down molecules such as lipids nucleic acids and proteins,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
This is an important adaptation as many vipers have inefficient digestive systems,O O O O O O O ANIMAL O O O O
A vulture is a bird of prey that scavenges on carrion,O ANIMAL O O O O O O O O O
There are 23 extant species of vulture including condors,O O O O O O ANIMAL O O
Old World vultures include 16 living species native to Europe Africa and Asia New World vultures are restricted to North and South America and consist of seven identified species all belonging to the Cathartidae family,O O ANIMAL O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O
A particular characteristic of many vultures is a bald unfeathered head,O O O O O ANIMAL O O O O O
This bare skin is thought to keep the head clean when feeding and also plays an important role in thermoregulation,O O O O O O O O O O O O O O O O O O O O
Vultures have been observed to hunch their bodies and tuck in their heads in the cold and open their wings and stretch their necks in the heat,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
They also urinate on themselves as a means of cooling their bodies,O O O O O O O O O O O O
A group of vultures in flight is called a kettle while the term committee refers to a group of vultures resting on the ground or in trees,O O O ANIMAL O O O O O O O O O O O O O O O ANIMAL O O O O O O O
A group of vultures that are feeding is termed a wake,O O O ANIMAL O O O O O O O
Although New World vultures and Old World vultures share many resemblances they are not very closely related,O O O ANIMAL O O O ANIMAL O O O O O O O O O
Rather they share resemblance because of convergent evolution,O O O O O O O O
Early naturalists placed all vultures under one single biological group,O O O O ANIMAL O O O O O
Carl Linnaeus had assigned both Old World vultures and New World vultures in a Vultur genus even including the harpy eagle,O O O O O O O ANIMAL O O O ANIMAL O O O O O O O O O
Soon anatomists split Old and New World vultures with New World vultures being placed in a new suborder Cathartae later renamed Cathartidae as per the Rules of Nomenclature from Greek carthartes meaning purifier by French ornithologist Frédéric de Lafresnaye,O O O O O O O ANIMAL O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
The suborder was later recognised as a family rather than a suborder,O O O O O O O O O O O O
In the late 20th century some ornithologists argued that New World vultures are more closely related to storks on the basis of karyotype morphological and behavioral data,O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O
Thus some authorities placed them in the Ciconiiformes family with storks and herons Sibley and Monroe 1990 even considered them a subfamily of the storks,O O O O O O O O O O O O O O O O O O O O O O O O O
This was criticized and an early DNA sequence study was based on erroneous data and subsequently retracted,O O O O O O O O O O O O O O O O O
There was then an attempt to raise the New World vultures to the rank of an independent order Cathartiformes not closely associated with either the birds of prey or the storks and herons,O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O
Wagtails are a group of passerine birds that form the genus Motacilla in the family Motacillidae,ANIMAL O O O O O O O O O O O O O O O
The common name and genus name are derived from their characteristic tail pumping behaviour,O O O O O O O O O O O O O O
Together with the pipits and longclaws they form the family Motacillidae,O O O O O O O O O O O
The forest wagtail belongs to the monotypic genus Dendronanthus which is closely related to Motacilla and sometimes included therein,O O ANIMAL O O O O O O O O O O O O O O O O
The willie wagtail Rhipidura leucophrys of Australia is not a true wagtail it was named as such by early settlers from England from its superficial similarity in colour and behaviour to the pied wagtail but belongs to an unrelated genus of birds known as fantails,O O ANIMAL O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O
The genus Motacilla was described by the Swedish naturalist Carl Linnaeus in 1758 in the tenth edition of his Systema Naturae,O O O O O O O O O O O O O O O O O O O O O
The type species is the white wagtail,O O O O O O ANIMAL
Motacilla is the Latin name for the pied wagtail although actually a diminutive of motare to move about from medieval times it led to the misunderstanding of cilla as tail,O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O
At first glance the wagtails appear to be divided into a yellowbellied group and a whitebellied one or one where the upper head is black and another where it is usually grey but may be olive yellow or other colours,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
However these are not evolutionary lineages change of belly colour and increase of melanin have occurred independently several times in the wagtails and the colour patterns which actually indicate relationships are more subtle,O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O
mtDNA cytochrome b and NADH dehydrogenase subunit 2 sequence data Voelker 2002 is of limited use the suspicion that there is a superspecies of probably three whitebellied blackthroated wagtails is confirmed,O O O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O
Also there is another superspecies in subSaharan Africa three whitethroated species with a black breastband,O O O O O O O O O O O O O O O
The remaining five species are highly variable morphologically and their relationships with each other and with the two clades have not yet been satisfactorily explained,O O O O O O O O O O O O O O O O O O O O O O O O O
The origin of the genus appears to be in the general area of Eastern SiberiaMongolia,O O O O O O O O O O O O O O O
Wagtails spread rapidly across Eurasia and dispersed to Africa in the Zanclean Early Pliocene,ANIMAL O O O O O O O O O O O O O
A wallaby  is a small or middlesized macropod native to Australia and New Guinea with introduced populations in New Zealand Hawaii the United Kingdom and other countries,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
They belong to the same taxonomic family as kangaroos and sometimes the same genus but kangaroos are specifically categorised into the four largest species of the family,O O O O O O O O O O O O O O O O O O O O O O O O O O O
The term wallaby is an informal designation generally used for any macropod that is smaller than a kangaroo or a wallaroo that has not been designated otherwise,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
There are nine species eight extant and one extinct of the brush wallaby genus Notamacropus,O O O O O O O O O O O O ANIMAL O O
Their head and body length is 45 to 105 cm 18 to 41 in and the tail is 33 to 75 cm 13 to 30 in long,O O O O O O O O O O O O O O O O O O O O O O O O O O O
The 19 known species of rockwallabies genus Petrogale live among rocks usually near water two species in this genus are endangered,O O O O O O O O O O O O O O O O O O O O O
The two living species of harewallabies genus Lagorchestes two other species in this genus are extinct are small animals that have the movements and some of the habits of hares,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The three species two extant and one extinct of nailtail wallabies genus Onychogalea have one notable feature a horny spur at the tip of the tail its function is unknown,O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O
The seven species of pademelons or scrub wallabies genus Thylogale of New Guinea the Bismarck Archipelago and Tasmania are small and stocky with short hind limbs and pointed noses,O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O
The swamp wallaby genus Wallabia is the only species in its genus,O O ANIMAL O O O O O O O O O
Another wallaby that is monotypic is the quokka or shorttailed scrub wallaby genus Setonix this species is now restricted to two offshore islands of Western Australia which are free of introduced predators,O ANIMAL O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O
The seven species of dorcopsises or forest wallabies genera Dorcopsis four species with a fifth as yet undescribed and Dorcopsulus two species are all native to the island of New Guinea,O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
One of the brush wallaby species the dwarf wallaby Notamacropus dorcopsulus also native to New Guinea is the smallest known wallaby species and one of the smallest known macropods,O O O O ANIMAL O O O ANIMAL O O O O O O O O O O O ANIMAL O O O O O O O O
Its length is about 46 cm 18 in from the nose to the end of the tail and it weighs about 16 kg 35 lb,O O O O O O O O O O O O O O O O O O O O O O O O O
The name wallaby comes from Dharug walabi or waliba,O O ANIMAL O O O O O O
Another early name for the wallaby in use from at least 1802 was the brushkangaroo,O O O O O ANIMAL O O O O O O O O O
Although members of most wallaby species are small some can grow up to approximately two metres in length from the head to the end of the tail,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O
Their powerful hind legs are not only used for bounding at high speeds and jumping great heights but also to administer vigorous kicks to fend off potential predators,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The tammar wallaby Notamacropus eugenii has elastic storage in the ankle extensor tendons without which the animals metabolic rate might be 3050 greater,O O ANIMAL O O O O O O O O O O O O O O O O O O O O
It has also been found that the design of springlike tendon energy savings and economical muscle force generation is key for the two distal muscletendon units of the tammar wallaby MacropusEugenii,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O
Wallabies also have a powerful tail that is used mostly for balance and support,ANIMAL O O O O O O O O O O O O O
Wallabies are not a distinct genetic group,ANIMAL O O O O O O
Nevertheless they fall into several broad categories,O O O O O O O
Brush wallabies of the genus Notamacropus like the agile wallaby Notamacropus agilis and the rednecked wallaby Notamacropus rufogriseus are most closely related to the kangaroos and wallaroos and aside from their size look very similar,O ANIMAL O O O O O O O ANIMAL O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O
These are the ones most frequently seen particularly in the southern states,O O O O O O O O O O O O
Whales are a widely distributed and diverse group of fully aquatic placental marine mammals,ANIMAL O O O O O O O O O O O O O
As an informal and colloquial grouping they correspond to large members of the infraorder Cetacea ie all cetaceans apart from dolphins and porpoises,O O O O O O O O O O O O O O O O O O O O O O O
Dolphins and porpoises may be considered whales from a formal cladistic perspective,O O O O O O ANIMAL O O O O O
Whales dolphins and porpoises belong to the order Cetartiodactyla which consists of eventoed ungulates,ANIMAL O O O O O O O O O O O O O
Their closest noncetacean living relatives are the hippopotamuses from which they and other cetaceans diverged about 54 million years ago,O O O O O O O O O O O O O O O O O O O O
The two parvorders of whales baleen whales Mysticeti and toothed whales Odontoceti are thought to have had their last common ancestor around 34 million years ago,O O O O ANIMAL O ANIMAL O O O ANIMAL O O O O O O O O O O O O O O O
Mysticetes include four extant living families Balaenopteridae the rorquals Balaenidae right whales Cetotheriidae the pygmy right whale and Eschrichtiidae the grey whale,O O O O O O O O O O O ANIMAL O O O O ANIMAL O O O O ANIMAL
Odontocetes include the Monodontidae belugas and narwhals Physeteridae the sperm whale Kogiidae the dwarf and pygmy sperm whale and Ziphiidae the beaked whales as well as the six families of dolphins and porpoises which are not considered whales in the informal sense,O O O O O O O O O O ANIMAL O O O O O O ANIMAL O O O O ANIMAL O O O O O O O O O O O O O O ANIMAL O O O O
Whales are fully aquatic openocean animals they can feed mate give birth suckle and raise their young at sea,ANIMAL O O O O O O O O O O O O O O O O O O
Whales range in size from the 26 metres 85 ft and 135 kilograms 298 lb dwarf sperm whale to the 299 metres 98 ft and 190 tonnes 210 short tons blue whale which is the largest known animal that has ever lived,ANIMAL O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O ANIMAL O O O O O O O O O O
The sperm whale is the largest toothed predator on Earth,O O ANIMAL O O O O O O O
Several whale species exhibit sexual dimorphism in that the females are larger than males,O ANIMAL O O O O O O O O O O O O
Baleen whales have no teeth instead they have plates of baleen fringelike structures that enable them to expel the huge mouthfuls of water they take in while retaining the krill and plankton they feed on,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Because their heads are enormousmaking up as much as 40 of their total body massand they have throat pleats that enable them to expand their mouths they are able to take huge quantities of water into their mouth at a time,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Baleen whales also have a welldeveloped sense of smell,O ANIMAL O O O O O O O
Toothed whales in contrast have conical teeth adapted to catching fish or squid,O ANIMAL O O O O O O O O O O O
They also have such keen hearingwhether above or below the surface of the waterthat some can survive even if they are blind,O O O O O O O O O O O O O O O O O O O O O O
Some species such as sperm whales are particularly well adapted for diving to great depths to catch squid and other favoured prey,O O O O O ANIMAL O O O O O O O O O O O O O O O O
Whales evolved from landliving mammals and must regularly surface to breathe air although they can remain underwater for long periods of time,ANIMAL O O O O O O O O O O O O O O O O O O O O O
Some species such as the sperm whale can stay underwater for up to 90 minutes,O O O O O O ANIMAL O O O O O O O O
They have blowholes modified nostrils located on top of their heads through which air is taken in and expelled,O O O O O O O O O O O O O O O O O O O
They are warmblooded and have a layer of fat or blubber under the skin,O O O O O O O O O O O O O O
With streamlined fusiform bodies and two limbs that are modified into flippers whales can travel at speeds of up to 20 knots though they are not as flexible or agile as seals,O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O
Whales produce a great variety of vocalizations notably the extended songs of the humpback whale,ANIMAL O O O O O O O O O O O O O ANIMAL
Although whales are widespread most species prefer the colder waters of the Northern and Southern Hemispheres and migrate to the equator to give birth,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O
Species such as humpbacks and blue whales are capable of travelling thousands of miles without feeding,O O O O O O ANIMAL O O O O O O O O O
Males typically mate with multiple females every year but females only mate every two to three years,O O O O O O O O O O O O O O O O O
Calves are typically born in the spring and summer females bear all the responsibility for raising them,O O O O O O O O O O O O O O O O O
Mothers in some species fast and nurse their young for one to two years,O O O O O O O O O O O O O O
Once relentlessly hunted for their products whales are now protected by international law,O O O O O O ANIMAL O O O O O O
The North Atlantic right whales nearly became extinct in the twentieth century with a population low of 450 and the North Pacific grey whale population is ranked Critically Endangered by the IUCN,O O O O ANIMAL O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O
Besides the threat from whalers they also face threats from bycatch and marine pollution,O O O O O O O O O O O O O O
The meat blubber and baleen of whales have traditionally been used by indigenous peoples of the Arctic,O O O O O O ANIMAL O O O O O O O O O O
Whales have been depicted in various cultures worldwide notably by the Inuit and the coastal peoples of Vietnam and Ghana who sometimes hold whale funerals,ANIMAL O O O O O O O O O O O O O O O O O O O O O O ANIMAL O
Whales occasionally feature in literature and film,ANIMAL O O O O O O
A famous example is the great white whale in Herman Melvilles novel MobyDick,O O O O O O O ANIMAL O O O O O
Small whales such as belugas are sometimes kept in captivity and trained to perform tricks but breeding success has been poor and the animals often die within a few months of capture,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Whale watching has become a form of tourism around the world,ANIMAL O O O O O O O O O O
The word whale comes from the Old English hwæl from ProtoGermanic hwalaz from ProtoIndoEuropean skwalo meaning large sea fish,O O ANIMAL O O O O O O O O O O O O O O O O
The ProtoGermanic hwalaz is also the source of Old Saxon hwal Old Norse hvalr hvalfiskr Swedish val Middle Dutch wal walvisc Dutch walvis Old High German wal and German Wal,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Other archaic English forms include wal wale whal whalle whaille wheal etc,O O O O O O O O O O O O
The wolf Canis lupus pl wolves also known as the grey wolf or gray wolf is a canine native to Eurasia and North America,O ANIMAL O O O ANIMAL O O O O O ANIMAL O O ANIMAL O O O O O O O O O
More than thirty subspecies of Canis lupus have been recognized including the dog and dingo though grey wolves as popularly understood only comprise naturallyoccurring wild subspecies,O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O
The wolf is the largest wild extant member of the family Canidae and is further distinguished from other Canis species by its less pointed ears and muzzle as well as a shorter torso and a longer tail,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The wolf is nonetheless related closely enough to smaller Canis species such as the coyote and the golden jackal to produce fertile hybrids with them,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
The wolfs fur is usually mottled white brown grey and black although subspecies in the arctic region may be nearly all white,O ANIMAL O O O O O O O O O O O O O O O O O O O O
Of all members of the genus Canis the wolf is most specialized for cooperative game hunting as demonstrated by its physical adaptations to tackling large prey its more social nature and its highly advanced expressive behaviour including individual or group howling,O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
It travels in nuclear families consisting of a mated pair accompanied by their offspring,O O O O O O O O O O O O O O
Offspring may leave to form their own packs on the onset of sexual maturity and in response to competition for food within the pack,O O O O O O O O O O O O O O O O O O O O O O O O
Wolves are also territorial and fights over territory are among the principal causes of mortality,ANIMAL O O O O O O O O O O O O O O
The wolf is mainly a carnivore and feeds on large wild hooved mammals as well as smaller animals livestock carrion and garbage,O ANIMAL O O O O O O O O O O O O O O O O O O O O
Single wolves or mated pairs typically have higher success rates in hunting than do large packs,O ANIMAL O O O O O O O O O O O O O O
Pathogens and parasites notably the rabies virus may infect wolves,O O O O O O O O O ANIMAL
The global wild wolf population was estimated to be 300000 in 2003 and is considered to be of Least Concern by the International Union for Conservation of Nature IUCN,O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O
Wolves have a long history of interactions with humans having been despised and hunted in most pastoral communities because of their attacks on livestock while conversely being respected in some agrarian and huntergatherer societies,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Although the fear of wolves exists in many human societies the majority of recorded attacks on people have been attributed to animals suffering from rabies,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O
Wolf attacks on humans are rare because wolves are relatively few live away from people and have developed a fear of humans because of their experiences with hunters farmers ranchers and shepherds,ANIMAL O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
The English wolf stems from the Old English wulf which is itself thought to be derived from the ProtoGermanic wulfaz,O O ANIMAL O O O O O O O O O O O O O O O O O
The ProtoIndoEuropean root wĺkʷos may also be the source of the Latin word for the animal lupus lúkʷos,O O O O O O O O O O O O O O O O O O
The name grey wolf refers to the greyish colour of the species,O O O ANIMAL O O O O O O O O
Since preChristian times Germanic peoples such as the AngloSaxons took on wulf as a prefix or suffix in their names,O O O O O O O O O O O O O O O O O O O O
Examples include Wulfhere Wolf Army Cynewulf Royal Wolf Cēnwulf Bold Wolf Wulfheard Wolfhard Earnwulf Eagle Wolf Wulfstān Wolf Stone Æðelwulf Noble Wolf Wolfhroc WolfFrock Wolfhetan Wolf Hide Scrutolf Garb Wolf Wolfgang Wolf Gait and Wolfdregil Wolf Runner,O O O ANIMAL O O O ANIMAL O O ANIMAL O O O O ANIMAL O ANIMAL O O O ANIMAL O O O ANIMAL O O O ANIMAL O ANIMAL O O O ANIMAL O
In 1758 the Swedish botanist and zoologist Carl Linnaeus published in his Systema Naturae the binomial nomenclature,O O O O O O O O O O O O O O O O O
Canis is the Latin word meaning dog and under this genus he listed the doglike carnivores including domestic dogs wolves and jackals,O O O O O O O O O O O O O O O O O O O ANIMAL O O
He classified the domestic dog as Canis familiaris and the wolf as Canis lupus,O O O O O O O O O O ANIMAL O O O
Linnaeus considered the dog to be a separate species from the wolf because of its cauda recurvata upturning tail which is not found in any other canid,O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O
In the third edition of Mammal Species of the World published in 2005 the mammalogist W,O O O O O O O O O O O O O O O O
Christopher Wozencraft listed under C,O O O O O
lupus 36 wild subspecies and proposed two additional subspecies familiaris Linnaeus 1758 and dingo Meyer 1793,O O O O O O O O O O O O O O O O
Wozencraft included hallstromithe New Guinea singing dogas a taxonomic synonym for the dingo,O O O O O O O O O O O O O
Wozencraft referred to a 1999 mitochondrial DNA mtDNA study as one of the guides in forming his decision and listed the 38 subspecies of C,O O O O O O O O O O O O O O O O O O O O O O O O O
lupus under the biological common name of wolf the nominate subspecies being the Eurasian wolf C,O O O O O O O ANIMAL O O O O O O ANIMAL O
l,O
lupus based on the type specimen that Linnaeus studied in Sweden,O O O O O O O O O O O
Studies using paleogenomic techniques reveal that the modern wolf and the dog are sister taxa as modern wolves are not closely related to the population of wolves that was first domesticated,O O O O O O O O ANIMAL O O O O O O O O ANIMAL O O O O O O O O ANIMAL O O O O
In 2019 a workshop hosted by the IUCNSpecies Survival Commissions Canid Specialist Group considered the New Guinea singing dog and the dingo to be feral Canis familiaris and therefore should not be assessed for the IUCN Red List,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Wombats are shortlegged muscular quadrupedal marsupials of the family Vombatidae that are native to Australia,ANIMAL O O O O O O O O O O O O O O
Living species are about 1 m 40 in in length with small stubby tails and weigh between 20 and 35 kg 44 and 77 lb,O O O O O O O O O O O O O O O O O O O O O O O O O
They are adaptable and habitat tolerant and are found in forested mountainous and heathland areas of southern and eastern Australia including Tasmania as well as an isolated patch of about 300 ha 740 acres in Epping Forest National Park in central Queensland,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
